filename,width,height,class,xmin,ymin,xmax,ymax
n-178-_jpg.rf.ddcaa9ee4f77659734725a1bb6311771.jpg,640,640,EUS,196,297,279,483
n-178-_jpg.rf.ddcaa9ee4f77659734725a1bb6311771.jpg,640,640,EUS,312,320,513,464
n-131-_jpg.rf.10f5ede58f529ea5b1f02a860d714433.jpg,640,640,EUS,370,348,443,444
n-131-_jpg.rf.10f5ede58f529ea5b1f02a860d714433.jpg,640,640,EUS,199,193,281,260
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,478,248,518,288
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,413,261,437,285
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,397,220,432,249
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,369,190,396,217
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,447,191,474,218
n-281-_jpg.rf.e97397978320ef992d749253c13b2505.jpg,640,640,Body_Worms,528,225,555,253
n-347-_jpg.rf.accb712ed58f5bf6f37f15921463a9ee.jpg,640,640,Fin_lesions,481,148,599,266
n-94-_jpg.rf.f23fcc4affa38772d45e404c9850fc4e.jpg,640,640,Eye_disease,261,277,341,376
n-457-_jpg.rf.8875abfd7cb9e3ae401f4ce1fb0fbca2.jpg,640,640,Eye_disease,339,232,420,309
n-457-_jpg.rf.8875abfd7cb9e3ae401f4ce1fb0fbca2.jpg,640,640,Rotten_gills,236,141,313,283
n-373-_jpg.rf.d0d28d8994d20c453349ed4293e50427.jpg,640,640,Eye_disease,358,371,408,421
n-373-_jpg.rf.d0d28d8994d20c453349ed4293e50427.jpg,640,640,EUS,183,286,351,455
48_jpg.rf.83354761cf186e718c4e805884dbeb5e.jpg,640,640,Eye_disease,193,122,256,178
48_jpg.rf.83354761cf186e718c4e805884dbeb5e.jpg,640,640,EUS,277,408,357,482
48_jpg.rf.83354761cf186e718c4e805884dbeb5e.jpg,640,640,EUS,426,229,536,350
48_jpg.rf.83354761cf186e718c4e805884dbeb5e.jpg,640,640,EUS,467,526,578,637
48_jpg.rf.83354761cf186e718c4e805884dbeb5e.jpg,640,640,EUS,148,169,269,229
n-328-_jpg.rf.dba5b351482c04777a82375638bb52a4.jpg,640,640,Fin_lesions,204,55,440,231
s-257-_jpg.rf.55a771c142551e07336269fe176613b7.jpg,640,640,EUS,314,257,403,347
n-211-_jpg.rf.017e71f128be913e18e1a9047fa92acb.jpg,640,640,EUS,332,236,438,289
n-211-_jpg.rf.017e71f128be913e18e1a9047fa92acb.jpg,640,640,EUS,326,305,387,371
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,200,263,254,317
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,138,277,183,322
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,109,327,168,369
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,210,438,261,488
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,178,376,239,437
n-278-_jpg.rf.88951df623f306a63da17f751f747f72.jpg,640,640,Body_Worms,179,319,233,373
n-447-_jpg.rf.4a68d40b601268290cefecdff211de69.jpg,640,640,Rotten_gills,352,256,612,480
n-447-_jpg.rf.4a68d40b601268290cefecdff211de69.jpg,640,640,Rotten_gills,133,332,285,484
n-14-_jpg.rf.9bb911e2371abf08661d96b4b2bdc1fe.jpg,640,640,Eye_disease,188,294,298,404
n-14-_jpg.rf.9bb911e2371abf08661d96b4b2bdc1fe.jpg,640,640,Body_Worms,215,376,339,500
n-79-_jpg.rf.3cc24cc743132afb50aed7cb93dce782.jpg,640,640,EUS,451,183,525,332
n-476-_jpg.rf.8ac5bfde68440c268a5e16dde3027ca9.jpg,640,640,Rotten_gills,219,408,328,473
s-78-_jpg.rf.320533418b90dcd792149a20e7d68c07.jpg,640,640,Rotten_gills,296,257,433,394
s-78-_jpg.rf.320533418b90dcd792149a20e7d68c07.jpg,640,640,Eye_disease,329,216,399,276
n-409-_jpg.rf.828942638fdea3cb4e57b1d02f4281ca.jpg,640,640,Fin_lesions,254,124,424,294
24_jpg.rf.54878cfa02601a62c9fa7b0e1a6bb71b.jpg,640,640,EUS,181,121,478,233
24_jpg.rf.54878cfa02601a62c9fa7b0e1a6bb71b.jpg,640,640,Eye_disease,298,60,402,114
n-142-_jpg.rf.ee84378d0a8f75fb303a0b8d8ed7771a.jpg,640,640,EUS,350,260,426,345
n-142-_jpg.rf.ee84378d0a8f75fb303a0b8d8ed7771a.jpg,640,640,EUS,137,272,200,334
n-142-_jpg.rf.ee84378d0a8f75fb303a0b8d8ed7771a.jpg,640,640,Fin_lesions,478,277,591,388
s-91-_jpg.rf.a77c11782f6bdd300f6b160018951b96.jpg,640,640,Rotten_gills,339,215,523,472
n-385-_jpg.rf.2b7f822a8b14ee8ab18c83de9eb0efa0.jpg,640,640,Fin_lesions,226,16,391,145
n-162-_jpg.rf.70efdbf72f31881051a3d3dc50c34da2.jpg,640,640,EUS,251,321,389,459
n-162-_jpg.rf.70efdbf72f31881051a3d3dc50c34da2.jpg,640,640,EUS,187,293,257,469
n-162-_jpg.rf.70efdbf72f31881051a3d3dc50c34da2.jpg,640,640,EUS,150,366,211,513
n-346-_jpg.rf.cbee08e3df0d605bd668e0599c47679e.jpg,640,640,Fin_lesions,92,213,511,587
n-191-_jpg.rf.362d0d18cab1be12341080a8a42f8991.jpg,640,640,EUS,256,260,323,314
n-191-_jpg.rf.362d0d18cab1be12341080a8a42f8991.jpg,640,640,Fin_lesions,235,435,331,539
s-138-_jpg.rf.b7aad0d718dbf3d75d1ae55467a7c407.jpg,640,640,Fin_lesions,583,259,641,404
s-138-_jpg.rf.b7aad0d718dbf3d75d1ae55467a7c407.jpg,640,640,EUS,212,286,252,335
s-138-_jpg.rf.b7aad0d718dbf3d75d1ae55467a7c407.jpg,640,640,EUS,139,329,181,382
n-52-_jpg.rf.fde7c52dbf27741e958a3239535d5a4d.jpg,640,640,Eye_disease,260,365,351,428
s-151-_jpg.rf.a8e858d594dd904d698dcc8b0ac9a78a.jpg,640,640,Rotten_gills,262,355,383,467
n-160-_jpg.rf.6758e6b29fcdd5fb9a43f10338375786.jpg,640,640,EUS,185,218,254,287
n-160-_jpg.rf.6758e6b29fcdd5fb9a43f10338375786.jpg,640,640,EUS,355,394,438,478
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,336,174,390,267
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,272,208,327,263
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,185,240,246,301
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,262,307,298,343
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,292,337,348,393
n-314-_jpg.rf.1c339c870d8f13420292d28f52d309d4.jpg,640,640,Body_Worms,343,288,419,364
n-173-_jpg.rf.241bfd99aca23d352207ee4eebd80b27.jpg,640,640,EUS,205,281,341,330
n-363-_jpg.rf.9bd58d53303bacc2898aa071a6c9eb41.jpg,640,640,Fin_lesions,381,311,528,458
s-277-_jpg.rf.f070239b04e0d0b54bf7187b50e56df7.jpg,640,640,Fin_lesions,29,201,275,446
s-277-_jpg.rf.f070239b04e0d0b54bf7187b50e56df7.jpg,640,640,Fin_lesions,306,422,640,558
IMG20230921153931_jpg.rf.a127aef7808ddf52446f41f00b4af04a.jpg,640,640,EUS,276,240,345,374
n-55-_jpg.rf.a59e55d86ae62766395052c30a30ac88.jpg,640,640,Eye_disease,404,142,486,243
s-173-_jpg.rf.79548df727dded7b6d004af53967827e.jpg,640,640,Fin_lesions,364,323,508,445
s-173-_jpg.rf.79548df727dded7b6d004af53967827e.jpg,640,640,Fin_lesions,254,264,356,367
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,390,375,439,472
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,466,277,522,432
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,536,333,600,455
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,155,115,270,192
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,348,44,409,100
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,387,105,494,189
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,284,136,323,168
n-293-_jpg.rf.9fde05f0a21a0f0d153a9b6b6fd6c7b3.jpg,640,640,Body_Worms,170,250,223,315
s-80-_jpg.rf.5b38fc04fcd0dfb5e809814d27e79035.jpg,640,640,Eye_disease,260,284,329,355
f10_jpg.rf.ed9afe479f92e4da74937aed4916a010.jpg,640,640,EUS,263,249,622,641
f10_jpg.rf.ed9afe479f92e4da74937aed4916a010.jpg,640,640,EUS,382,31,571,186
n-432-_jpg.rf.e6de5bb97fa237d18eaa68ef6693dd69.jpg,640,640,Fin_lesions,311,33,406,114
n-399-_jpg.rf.5c6526d7bc45c1801c69c6cb5575260c.jpg,640,640,Fin_lesions,265,201,490,423
s-192-_jpg.rf.dae5b3d656f1e0d441509d9149ec0085.jpg,640,640,Rotten_gills,166,266,327,426
s-200-_jpg.rf.f5253dd9c25a0096f5199293361ca0f3.jpg,640,640,Rotten_gills,199,310,422,441
n-125-_jpg.rf.8a390d2a4c670199c0296a0f61730b2b.jpg,640,640,EUS,385,285,499,426
n-451-_jpg.rf.f8cba153420d2b45d6717597ae1b9a8e.jpg,640,640,Rotten_gills,225,166,342,281
s-264-_jpg.rf.eaa06e7fcf6398390aa55198565a4a4d.jpg,640,640,EUS,350,232,409,356
s-234-_jpg.rf.ba19e097df0442661ce36ecc56bfd0cf.jpg,640,640,Rotten_gills,265,336,340,482
s-234-_jpg.rf.ba19e097df0442661ce36ecc56bfd0cf.jpg,640,640,EUS,504,308,555,407
s-234-_jpg.rf.ba19e097df0442661ce36ecc56bfd0cf.jpg,640,640,Eye_disease,188,350,247,420
IMG20230921153123_jpg.rf.944fee06e96d845ba1f82ef7acb40a37.jpg,640,640,Fin_lesions,158,86,307,283
IMG20230921153123_jpg.rf.944fee06e96d845ba1f82ef7acb40a37.jpg,640,640,EUS,192,448,304,517
n-96-_jpg.rf.236b395856deffdbeeb280598cb04848.jpg,640,640,Eye_disease,307,361,370,446
n-55-_jpg.rf.e4c2317998a71091a2901bf80fee1122.jpg,640,640,Eye_disease,135,160,222,266
n-482-_jpg.rf.5f6501ed405d02c05b08ac207b7aaaa5.jpg,640,640,Rotten_gills,21,22,641,641
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,392,378,448,461
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,485,304,522,395
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,142,126,267,190
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,279,126,326,185
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,347,48,501,176
n-224-_jpg.rf.b9a98ad5adc801798dc67db27dbb6eee.jpg,640,640,Body_Worms,544,316,621,441
n-477-_jpg.rf.1ae9d890dc91f9909ac2fbc1c4b37447.jpg,640,640,Rotten_gills,412,242,493,354
n-330-_jpg.rf.faa84ac6952ce7bea07972ed1af36b35.jpg,640,640,Fin_lesions,178,133,558,505
image_96_3_jpg.rf.390749ea8dd7531bfe2edb43c3d8009e.jpg,640,640,EUS,317,185,424,269
image_96_3_jpg.rf.390749ea8dd7531bfe2edb43c3d8009e.jpg,640,640,EUS,475,262,583,342
image_96_3_jpg.rf.390749ea8dd7531bfe2edb43c3d8009e.jpg,640,640,EUS,173,366,252,452
image_96_3_jpg.rf.390749ea8dd7531bfe2edb43c3d8009e.jpg,640,640,EUS,288,354,497,485
n-214-_jpg.rf.2136a1fb39e8dfa0f2ca0902c782b939.jpg,640,640,EUS,319,322,396,399
n-136-_jpg.rf.94ca44ef0d05dd1025b2d419c146a760.jpg,640,640,EUS,336,381,394,456
n-136-_jpg.rf.94ca44ef0d05dd1025b2d419c146a760.jpg,640,640,EUS,360,277,407,336
n-136-_jpg.rf.94ca44ef0d05dd1025b2d419c146a760.jpg,640,640,EUS,85,211,119,238
n-136-_jpg.rf.94ca44ef0d05dd1025b2d419c146a760.jpg,640,640,EUS,154,196,191,228
n-136-_jpg.rf.94ca44ef0d05dd1025b2d419c146a760.jpg,640,640,EUS,301,177,368,260
n-477-_jpg.rf.6730d4f6004e96521f2c08a0c67ae658.jpg,640,640,Rotten_gills,404,250,500,346
s-274-_jpg.rf.65ae43d19a0cc8cdae2330cd00051f09.jpg,640,640,Fin_lesions,463,280,614,430
s-274-_jpg.rf.65ae43d19a0cc8cdae2330cd00051f09.jpg,640,640,EUS,276,324,356,404
s-274-_jpg.rf.65ae43d19a0cc8cdae2330cd00051f09.jpg,640,640,EUS,188,345,233,412
s-274-_jpg.rf.65ae43d19a0cc8cdae2330cd00051f09.jpg,640,640,EUS,29,362,137,432
s-274-_jpg.rf.65ae43d19a0cc8cdae2330cd00051f09.jpg,640,640,Fin_lesions,175,387,369,581
n-150-_jpg.rf.54f07e85328b451ac0f26d48ea1b7d9b.jpg,640,640,EUS,152,193,454,421
s-198-_jpg.rf.0c1b6fd8dfeba5e4cb561606e3860a33.jpg,640,640,Rotten_gills,132,135,305,341
s-33-_jpg.rf.c0bca2ff20b6cc7b23f6295f71085605.jpg,640,640,Rotten_gills,376,215,549,388
n-369-_jpg.rf.c1967e3452713e542f9781c79d7fef43.jpg,640,640,EUS,243,351,409,516
n-130-_jpg.rf.5c458ff97950569444ff5b5ae5195369.jpg,640,640,EUS,223,211,311,287
n-130-_jpg.rf.5c458ff97950569444ff5b5ae5195369.jpg,640,640,EUS,359,384,456,471
s-169-_jpg.rf.f0a457f4a054c57d5a0e7ef22ffb3167.jpg,640,640,EUS,208,197,305,292
s-169-_jpg.rf.f0a457f4a054c57d5a0e7ef22ffb3167.jpg,640,640,Eye_disease,237,114,283,152
s-169-_jpg.rf.f0a457f4a054c57d5a0e7ef22ffb3167.jpg,640,640,Fin_lesions,363,448,466,551
n-11-_jpg.rf.aa56bb2f335f10566c2aa181b339671e.jpg,640,640,Eye_disease,338,123,426,214
n-11-_jpg.rf.aa56bb2f335f10566c2aa181b339671e.jpg,640,640,Eye_disease,359,427,415,490
s-217-_jpg.rf.2c9480953a39442b1b913cf04a11425b.jpg,640,640,EUS,225,473,332,580
s-173-_jpg.rf.69aed6b82c38744d3dcdd7d8f30cf876.jpg,640,640,Fin_lesions,134,322,276,442
s-173-_jpg.rf.69aed6b82c38744d3dcdd7d8f30cf876.jpg,640,640,Fin_lesions,288,264,387,367
n-296-_jpg.rf.f36cfe12122418782dcfb61ba87bb2da.jpg,640,640,Body_Worms,280,97,315,131
n-296-_jpg.rf.f36cfe12122418782dcfb61ba87bb2da.jpg,640,640,Body_Worms,337,123,379,164
n-296-_jpg.rf.f36cfe12122418782dcfb61ba87bb2da.jpg,640,640,Body_Worms,239,129,288,178
n-296-_jpg.rf.f36cfe12122418782dcfb61ba87bb2da.jpg,640,640,Body_Worms,329,189,358,218
n-22-_jpg.rf.7ad28ae66d9b8b9395b0550ac36ae47c.jpg,640,640,Eye_disease,252,408,303,454
image_125_3_jpg.rf.46cace018e6d2b9a0040899e815eb6a2.jpg,640,640,EUS,289,122,396,194
n-481-_jpg.rf.01b2a8fe07b32310d530fc70fb91b1cd.jpg,640,640,Rotten_gills,97,415,132,464
n-481-_jpg.rf.01b2a8fe07b32310d530fc70fb91b1cd.jpg,640,640,Rotten_gills,533,202,562,248
n-366-_jpg.rf.d26beb621b83923803c83cdab75b34e7.jpg,640,640,Fin_lesions,68,178,143,279
n-366-_jpg.rf.d26beb621b83923803c83cdab75b34e7.jpg,640,640,Rotten_gills,414,239,529,350
n-430-_jpg.rf.6803358bdb122e3d1bc0bc34a2533055.jpg,640,640,Fin_lesions,252,357,422,524
n-243-_jpg.rf.5b57e48f38049bef31ef545d2be61b76.jpg,640,640,Eye_disease,139,382,190,433
n-243-_jpg.rf.5b57e48f38049bef31ef545d2be61b76.jpg,640,640,Body_Worms,106,402,244,540
s-286-_jpg.rf.fb7a318839dcb191dcbf3ba1b4fcf6e9.jpg,640,640,Rotten_gills,311,118,513,353
s-286-_jpg.rf.fb7a318839dcb191dcbf3ba1b4fcf6e9.jpg,640,640,Fin_lesions,17,274,300,432
n-376-_jpg.rf.86a78cf7d2e15b40401294f065ea71fa.jpg,640,640,EUS,216,94,347,223
n-376-_jpg.rf.86a78cf7d2e15b40401294f065ea71fa.jpg,640,640,Eye_disease,182,31,236,72
s-152-_jpg.rf.c636fced3c8c07f2a4a88fd651d5a2f1.jpg,640,640,Rotten_gills,219,289,339,379
IMG20230921152230_jpg.rf.2ace73de7f18f2807adb215ac70f774a.jpg,640,640,EUS,111,110,327,201
ikan_ikan_Gurame_8_jpg.rf.a8870959b196f5651ea548bc95cef18a.jpg,640,640,Body_Worms,124,272,178,344
ikan_ikan_Gurame_8_jpg.rf.a8870959b196f5651ea548bc95cef18a.jpg,640,640,Body_Worms,139,355,185,409
s-184-_jpg.rf.e6cf276234cac45b5ac3ae9f81e695ef.jpg,640,640,Rotten_gills,227,174,436,383
IMG20230921153459_jpg.rf.bc2d1e0b4c6accf2b808c699fffc7236.jpg,640,640,Rotten_gills,286,291,436,386
IMG20230921153459_jpg.rf.bc2d1e0b4c6accf2b808c699fffc7236.jpg,640,640,Eye_disease,337,214,395,281
s-21-_jpg.rf.2eb117f9a8383455d680f1d1bc6bca2b.jpg,640,640,Fin_lesions,1,144,239,403
s-21-_jpg.rf.2eb117f9a8383455d680f1d1bc6bca2b.jpg,640,640,Fin_lesions,271,252,429,410
IMG20230921151258_jpg.rf.dc338038ee2caf83e4c1e79b05e6030b.jpg,640,640,Fin_lesions,194,438,302,548
n-42-_jpg.rf.603432f262f7a5ae699a8b3925588f07.jpg,640,640,Eye_disease,249,229,384,364
n-320-_jpg.rf.4f08ca1f1c3984b4897bc0cfdc6d814b.jpg,640,640,EUS,331,416,416,502
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,439,262,517,340
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,446,352,504,411
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,457,416,479,455
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,533,346,588,402
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,535,254,601,319
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,217,447,262,491
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,171,385,228,441
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,208,332,263,352
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,113,350,146,403
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,77,179,118,293
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,140,221,180,261
n-288-_jpg.rf.2c0e3375cb8371ec9447e7fa4f164e73.jpg,640,640,Body_Worms,220,272,272,324
n-243-_jpg.rf.96b217e7983475783d3dbe35570a7ab4.jpg,640,640,Eye_disease,159,188,200,236
n-243-_jpg.rf.96b217e7983475783d3dbe35570a7ab4.jpg,640,640,Head_Worms,115,115,284,187
n-41-_jpg.rf.868c459ea0e87e63a47aee9ca879db3a.jpg,640,640,Eye_disease,227,229,371,373
n-358-_jpg.rf.4aea103c5d7e9871539a02235bda905a.jpg,640,640,Body_Worms,462,198,487,243
n-358-_jpg.rf.4aea103c5d7e9871539a02235bda905a.jpg,640,640,Body_Worms,422,230,482,300
n-358-_jpg.rf.4aea103c5d7e9871539a02235bda905a.jpg,640,640,Body_Worms,467,339,515,402
s-289-_jpg.rf.2a460099a0a50ea36c005709d5845334.jpg,640,640,Fin_lesions,129,244,634,505
s-60-_jpg.rf.790135571d9aa6720a47c913b0a012f7.jpg,640,640,EUS,169,545,308,606
s-60-_jpg.rf.790135571d9aa6720a47c913b0a012f7.jpg,640,640,Fin_lesions,207,39,422,256
s-60-_jpg.rf.790135571d9aa6720a47c913b0a012f7.jpg,640,640,Fin_lesions,339,315,465,541
n-332-_jpg.rf.4f824c7d8858b65b4023463b87a0e909.jpg,640,640,Fin_lesions,385,332,569,477
n-332-_jpg.rf.4f824c7d8858b65b4023463b87a0e909.jpg,640,640,Fin_lesions,384,110,565,299
n-254-_jpg.rf.d95e73506d7fa7523e68f16d8154c1ee.jpg,640,640,Body_Worms,230,310,370,458
n-254-_jpg.rf.d95e73506d7fa7523e68f16d8154c1ee.jpg,640,640,Body_Worms,378,144,450,216
s-127-_jpg.rf.95c746970e502e77358f927ee7521643.jpg,640,640,Rotten_gills,259,206,465,412
s-97-_jpg.rf.b99a2336ac79ea18d446b07e3b5fe866.jpg,640,640,EUS,394,265,491,323
f2_jpg.rf.182f46fd6c98aefbf4cbd3fc9c825f32.jpg,640,640,Eye_disease,107,61,223,151
s-310-_jpg.rf.c8f4691a1d921b494e4c78b4104ab68d.jpg,640,640,Rotten_gills,210,251,350,385
n-410-_jpg.rf.fb3bb2df19d694ab9199ea859b0e040a.jpg,640,640,Fin_lesions,269,201,423,289
n-376-_jpg.rf.66d4394bc86f38669c96c9605faff11b.jpg,640,640,EUS,255,424,386,553
n-376-_jpg.rf.66d4394bc86f38669c96c9605faff11b.jpg,640,640,Eye_disease,338,589,392,630
